Date/Time,Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
01/30/2022 14:30,1.349,2.06,5.285,8.269,97.0,27.0
01/30/2022 15:00,1.265,2.12,5.238,8.192,97.0,27.0
01/30/2022 15:30,1.326,2.17,5.287,8.279,104.0,27.05
01/30/2022 16:00,1.325,2.02,5.224,7.026,92.0,27.0
01/30/2022 16:30,1.229,2.01,5.282,8.891,99.0,27.0
01/30/2022 17:00,1.313,2.26,5.317,8.486,97.0,26.95
01/30/2022 17:30,1.282,1.98,5.485,8.827,98.0,26.95
01/30/2022 18:00,1.316,2.04,5.503,8.913,98.0,26.9
01/30/2022 18:30,1.241,1.95,5.611,7.949,105.0,26.9
01/30/2022 19:00,1.225,1.94,5.392,8.276,102.0,26.9
01/30/2022 19:30,1.301,2.26,5.276,8.363,99.0,26.9
01/30/2022 20:00,1.23,1.98,5.616,9.281,101.0,26.9
01/30/2022 20:30,1.221,2.16,5.455,8.894,101.0,26.85
01/30/2022 21:00,1.224,1.95,5.628,8.876,105.0,26.9
01/30/2022 21:30,1.29,2.24,5.825,8.487,108.0,26.9
01/30/2022 22:00,1.366,2.3,6.035,8.489,98.0,26.85
01/30/2022 22:30,1.293,2.18,5.85,8.825,99.0,26.85
01/30/2022 23:00,1.175,1.88,6.08,9.064,104.0,26.85
01/30/2022 23:30,1.278,2.09,6.003,9.402,102.0,26.8
01/31/2022 00:00,1.239,2.0,5.528,8.667,101.0,26.8
01/31/2022 00:30,1.397,2.58,5.942,8.244,105.0,26.8
01/31/2022 01:00,1.253,1.98,5.711,8.587,104.0,26.8
01/31/2022 01:30,1.259,2.12,5.82,8.107,95.0,26.8
01/31/2022 02:00,1.294,2.05,6.001,7.899,97.0,26.8
01/31/2022 02:30,1.204,2.05,5.585,8.912,99.0,26.8
01/31/2022 03:00,1.287,2.13,5.698,7.962,98.0,26.8
01/31/2022 03:30,1.33,2.16,5.834,8.355,105.0,26.8
01/31/2022 04:00,1.268,1.96,5.932,7.813,101.0,26.8
01/31/2022 04:30,1.334,2.1,6.034,7.557,101.0,26.85
01/31/2022 05:00,1.289,2.58,5.867,8.556,101.0,26.85
01/31/2022 05:30,1.366,2.48,6.292,7.894,98.0,26.85
01/31/2022 06:00,1.276,2.01,5.937,7.795,102.0,26.85
01/31/2022 06:30,1.246,2.25,6.14,7.833,102.0,26.85
01/31/2022 07:00,1.228,1.86,5.94,10.774,102.0,26.85
01/31/2022 07:30,1.291,2.3,6.15,7.868,109.0,26.85
01/31/2022 08:00,1.309,2.32,6.028,9.352,99.0,26.85
01/31/2022 08:30,1.4,2.35,6.45,7.869,101.0,26.9
01/31/2022 09:00,1.372,2.18,6.54,8.533,102.0,26.9
01/31/2022 09:30,1.274,1.78,6.505,8.136,104.0,26.95
01/31/2022 10:00,1.395,2.03,6.461,8.175,106.0,26.95
01/31/2022 10:30,1.313,2.19,6.279,7.9,108.0,27.0
01/31/2022 11:00,1.381,2.25,6.768,10.79,105.0,27.05
01/31/2022 11:30,1.225,3.22,6.142,7.847,102.0,27.15
01/31/2022 12:00,1.212,1.89,6.115,10.317,104.0,27.15
01/31/2022 12:30,1.257,2.39,6.186,10.435,104.0,27.2
01/31/2022 13:00,1.305,2.0,6.543,10.809,105.0,27.2
01/31/2022 13:30,1.327,2.14,6.391,7.809,102.0,27.3
01/31/2022 14:00,1.33,2.45,6.474,7.572,109.0,27.25
01/31/2022 14:30,1.306,2.34,6.45,10.721,101.0,27.25
01/31/2022 15:00,1.438,2.33,6.792,10.506,102.0,27.3
01/31/2022 15:30,1.466,2.38,7.206,10.638,108.0,27.4
01/31/2022 16:00,1.327,2.38,7.153,10.378,104.0,27.35
01/31/2022 16:30,1.287,2.15,6.592,10.744,98.0,27.35
01/31/2022 17:00,1.229,2.16,6.89,10.319,102.0,27.35
01/31/2022 17:30,1.343,2.14,7.327,10.642,105.0,27.2
01/31/2022 18:00,1.354,2.23,7.042,10.361,104.0,27.25
01/31/2022 18:30,1.364,2.03,7.14,10.331,101.0,27.2
01/31/2022 19:00,1.409,2.42,6.937,10.643,106.0,27.2
01/31/2022 19:30,1.485,2.34,7.369,10.348,106.0,27.1
01/31/2022 20:00,1.298,2.29,7.399,10.755,97.0,27.1
01/31/2022 20:30,1.464,2.14,7.643,11.196,111.0,27.05
01/31/2022 21:00,1.51,2.96,7.643,10.885,102.0,27.05
01/31/2022 21:30,1.418,2.24,8.018,10.274,106.0,27.05
01/31/2022 22:00,1.613,2.89,7.968,10.82,104.0,27.0
01/31/2022 22:30,1.662,2.47,8.017,10.777,97.0,27.0
01/31/2022 23:00,1.643,3.26,8.097,10.912,98.0,27.0
01/31/2022 23:30,1.9,3.04,8.481,10.739,106.0,27.0
